Date,Region,Product Line,Product,Quantity Sold,Unit Price,Total Sales
31-05-2023,Asia Pacific,Smartphones,Model B,31,272.4101714,8444.715313
31-05-2023,Asia Pacific,Smartphones,Model C,26,147.7719759,3842.071374
31-05-2023,Asia Pacific,Smartphones,Model D,28,148.1075787,4147.012203
31-05-2023,Asia Pacific,Laptops,Laptop A,175,1423.225878,249064.5287
31-05-2023,Asia Pacific,Laptops,Laptop B,75,670.3316344,50274.87258
31-05-2023,Asia Pacific,Laptops,Laptop C,110,636.4511183,70009.62301
31-05-2023,Asia Pacific,Tablets,Tablet A,66,678.8750288,44805.7519
31-05-2023,Asia Pacific,Tablets,Tablet B,83,741.8915067,61576.99506
31-05-2023,Asia Pacific,Tablets,Tablet C,44,567.0427435,24949.88071
31-05-2023,Asia Pacific,Tablets,Tablet D,21,656.7269091,13791.26509
31-05-2023,Asia Pacific,Wearables,Smartwatch A,291,149.516659,43509.34778
31-05-2023,Asia Pacific,Wearables,Smartwatch B,266,67.71451355,18012.0606
31-05-2023,Asia Pacific,Wearables,Fitness Tracker,311,166.4194959,51756.46322
31-05-2023,Latin America,Smartphones,Model A,10,115.789393,1157.89393
31-05-2023,Latin America,Smartphones,Model B,13,130.9215073,1701.979596
31-05-2023,Latin America,Smartphones,Model C,46,145.0787789,6673.623828
31-05-2023,Latin America,Smartphones,Model D,10,248.0286414,2480.286414
31-05-2023,Latin America,Laptops,Laptop A,103,509.7722314,52506.53984
31-05-2023,Latin America,Laptops,Laptop B,46,991.5118204,45609.54374
31-05-2023,Latin America,Laptops,Laptop C,98,1465.510825,143620.0608
31-05-2023,Latin America,Tablets,Tablet A,90,257.9988603,23219.89743
31-05-2023,Latin America,Tablets,Tablet B,68,400.8967109,27260.97634
31-05-2023,Latin America,Tablets,Tablet C,6,639.6441286,3837.864772
31-05-2023,Latin America,Tablets,Tablet D,57,213.8316701,12188.40519
31-05-2023,Latin America,Wearables,Smartwatch A,283,144.7366761,40960.47933
31-05-2023,Latin America,Wearables,Smartwatch B,222,162.6730555,36113.41833
31-05-2023,Latin America,Wearables,Fitness Tracker,340,175.4202303,59642.87831
31-05-2023,Middle East & Africa,Smartphones,Model A,4,250.3241102,1001.296441
31-05-2023,Middle East & Africa,Smartphones,Model B,11,231.3550083,2544.905092
31-05-2023,Middle East & Africa,Smartphones,Model C,47,227.6278977,10698.51119
31-05-2023,Middle East & Africa,Smartphones,Model D,39,210.2675085,8200.432833
31-05-2023,Middle East & Africa,Laptops,Laptop A,125,1489.316184,186164.5229
31-05-2023,Middle East & Africa,Laptops,Laptop B,153,992.4226894,151840.6715
31-05-2023,Middle East & Africa,Laptops,Laptop C,12,1342.94064,16115.28768
31-05-2023,Middle East & Africa,Tablets,Tablet A,37,417.4759092,15446.60864
31-05-2023,Middle East & Africa,Tablets,Tablet B,43,248.1371376,10669.89692
31-05-2023,Middle East & Africa,Tablets,Tablet C,52,509.4416626,26490.96646
31-05-2023,Middle East & Africa,Tablets,Tablet D,19,776.5176898,14753.83611
31-05-2023,Middle East & Africa,Wearables,Smartwatch A,460,83.24137824,38291.03399
31-05-2023,Middle East & Africa,Wearables,Smartwatch B,380,115.3953899,43850.24816
31-05-2023,Middle East & Africa,Wearables,Fitness Tracker,460,108.7622131,50030.61804
01-06-2023,North America,Smartphones,Model A,20,164.8308806,3296.617612
01-06-2023,North America,Smartphones,Model B,46,224.7814066,10339.9447
01-06-2023,North America,Smartphones,Model C,7,243.7390774,1706.173542
01-06-2023,North America,Smartphones,Model D,30,159.6707261,4790.121784
01-06-2023,North America,Laptops,Laptop A,151,1309.784027,197777.388
01-06-2023,North America,Laptops,Laptop B,155,966.6062659,149823.9712
01-06-2023,North America,Laptops,Laptop C,61,1061.048735,64723.97286
01-06-2023,North America,Tablets,Tablet A,35,359.0070719,12565.24752
01-06-2023,North America,Tablets,Tablet B,27,690.5496127,18644.83954
01-06-2023,North America,Tablets,Tablet C,85,276.9530673,23541.01072
01-06-2023,North America,Tablets,Tablet D,54,486.3065655,26260.55454
01-06-2023,North America,Wearables,Smartwatch A,143,59.31052051,8481.404432
01-06-2023,North America,Wearables,Smartwatch B,447,139.5164894,62363.87076
01-06-2023,North America,Wearables,Fitness Tracker,64,58.95074835,3772.847895
01-06-2023,Europe,Smartphones,Model A,35,253.5190237,8873.165828
01-06-2023,Europe,Smartphones,Model B,10,100.2291901,1002.291901
01-06-2023,Europe,Smartphones,Model C,33,179.0113547,5907.374706
01-06-2023,Europe,Smartphones,Model D,37,219.0899863,8106.329493
01-06-2023,Europe,Laptops,Laptop A,53,1151.152451,61011.07988
01-06-2023,Europe,Laptops,Laptop B,69,1067.399269,73650.54955
01-06-2023,Europe,Laptops,Laptop C,96,998.6244633,95867.94847
01-06-2023,Europe,Tablets,Tablet A,11,738.664441,8125.30885
01-06-2023,Europe,Tablets,Tablet B,71,287.025963,20378.84337
01-06-2023,Europe,Tablets,Tablet C,65,202.1293951,13138.41068
01-06-2023,Europe,Tablets,Tablet D,73,217.8631444,15904.00954
01-06-2023,Europe,Wearables,Smartwatch A,27,179.894893,4857.162112
01-06-2023,Europe,Wearables,Smartwatch B,330,132.4881606,43721.09299
01-06-2023,Europe,Wearables,Fitness Tracker,75,122.3022339,9172.667545
01-06-2023,Asia Pacific,Smartphones,Model A,11,153.9434008,1693.377409
01-06-2023,Asia Pacific,Smartphones,Model B,10,138.0704457,1380.704457
01-06-2023,Asia Pacific,Smartphones,Model C,23,133.9992593,3081.982965
01-06-2023,Asia Pacific,Smartphones,Model D,16,143.4845942,2295.753508
01-06-2023,Asia Pacific,Laptops,Laptop A,104,1489.587074,154917.0557
01-06-2023,Asia Pacific,Laptops,Laptop B,138,745.8875865,102932.4869
01-06-2023,Asia Pacific,Laptops,Laptop C,98,513.9934102,50371.3542
01-06-2023,Asia Pacific,Tablets,Tablet A,25,616.0554813,15401.38703
01-06-2023,Asia Pacific,Tablets,Tablet B,73,328.5966572,23987.55597
01-06-2023,Asia Pacific,Tablets,Tablet C,54,466.6011002,25196.45941
01-06-2023,Asia Pacific,Tablets,Tablet D,77,463.8611023,35717.30488
01-06-2023,Asia Pacific,Wearables,Smartwatch A,284,135.1880755,38393.41344
01-06-2023,Asia Pacific,Wearables,Smartwatch B,393,67.19717045,26408.48799
01-06-2023,Asia Pacific,Wearables,Fitness Tracker,321,77.14693664,24764.16666
01-06-2023,Latin America,Smartphones,Model A,37,190.0558966,7032.068173
01-06-2023,Latin America,Smartphones,Model B,35,153.5992898,5375.975142
01-06-2023,Latin America,Smartphones,Model C,6,155.9859243,935.915546
01-06-2023,Latin America,Smartphones,Model D,48,261.071534,12531.43363
01-06-2023,Latin America,Laptops,Laptop A,90,542.8026361,48852.23725
01-06-2023,Latin America,Laptops,Laptop B,126,986.1646885,124256.7507
01-06-2023,Latin America,Laptops,Laptop C,158,691.1830391,109206.9202
01-06-2023,Latin America,Tablets,Tablet A,31,245.1252742,7598.883501
01-06-2023,Latin America,Tablets,Tablet B,97,636.2556375,61716.79684
01-06-2023,Latin America,Tablets,Tablet C,53,218.0862769,11558.57267
01-06-2023,Latin America,Tablets,Tablet D,41,330.4762062,13549.52445
01-06-2023,Latin America,Wearables,Smartwatch A,463,105.311064,48759.02265
01-06-2023,Latin America,Wearables,Smartwatch B,462,51.06950303,23594.1104
01-06-2023,Latin America,Wearables,Fitness Tracker,122,175.3391045,21391.37075
01-06-2023,Middle East & Africa,Smartphones,Model A,18,263.0366465,4734.659636
01-06-2023,Middle East & Africa,Smartphones,Model B,22,195.9912987,4311.808571
01-06-2023,Middle East & Africa,Smartphones,Model C,22,167.1028692,3676.263123
01-06-2023,Middle East & Africa,Smartphones,Model D,28,244.2508195,6839.022946
01-06-2023,Middle East & Africa,Laptops,Laptop A,95,552.9558005,52530.80104
01-06-2023,Middle East & Africa,Laptops,Laptop B,51,645.276117,32909.08196
01-06-2023,Middle East & Africa,Laptops,Laptop C,126,1271.906243,160260.1867
01-06-2023,Middle East & Africa,Tablets,Tablet A,24,678.7859476,16290.86274
01-06-2023,Middle East & Africa,Tablets,Tablet B,11,667.617959,7343.797549
01-06-2023,Middle East & Africa,Tablets,Tablet C,87,399.8448078,34786.49828
01-06-2023,Middle East & Africa,Tablets,Tablet D,31,719.2245873,22295.9622
01-06-2023,Middle East & Africa,Wearables,Smartwatch A,104,124.2866652,12925.81318
01-06-2023,Middle East & Africa,Wearables,Smartwatch B,262,111.202125,29134.95676
01-06-2023,Middle East & Africa,Wearables,Fitness Tracker,361,71.20386963,25704.59694
02-06-2023,North America,Smartphones,Model A,17,227.7250798,3871.326357
02-06-2023,North America,Smartphones,Model B,24,143.9903035,3455.767285
02-06-2023,North America,Smartphones,Model C,12,240.7971844,2889.566212
02-06-2023,North America,Smartphones,Model D,23,189.8369537,4366.249935
02-06-2023,North America,Laptops,Laptop A,107,1263.417814,135185.7061
02-06-2023,North America,Laptops,Laptop B,97,998.3579343,96840.71963
02-06-2023,North America,Laptops,Laptop C,98,791.9096138,77607.14215
02-06-2023,North America,Tablets,Tablet A,7,729.8346375,5108.842463
02-06-2023,North America,Tablets,Tablet B,80,482.9522399,38636.17919
02-06-2023,North America,Tablets,Tablet C,12,409.4581919,4913.498303
02-06-2023,North America,Tablets,Tablet D,46,432.6899256,19903.73658
02-06-2023,North America,Wearables,Smartwatch A,138,61.48529627,8484.970886
02-06-2023,North America,Wearables,Smartwatch B,166,129.5616032,21507.22613
02-06-2023,North America,Wearables,Fitness Tracker,458,197.7689336,90578.17157
02-06-2023,Europe,Smartphones,Model A,32,225.6586457,7221.076662
02-06-2023,Europe,Smartphones,Model B,36,127.4831,4589.391599
02-06-2023,Europe,Smartphones,Model C,32,159.1104997,5091.535991
02-06-2023,Europe,Smartphones,Model D,8,174.2385973,1393.908779
02-06-2023,Europe,Laptops,Laptop A,192,1004.578003,192878.9766
02-06-2023,Europe,Laptops,Laptop B,139,526.3387017,73161.07954
02-06-2023,Europe,Laptops,Laptop C,117,570.3305921,66728.67927
02-06-2023,Europe,Tablets,Tablet A,23,754.1256542,17344.89005
02-06-2023,Europe,Tablets,Tablet B,46,367.3103181,16896.27463
02-06-2023,Europe,Tablets,Tablet C,94,219.917789,20672.27217
02-06-2023,Europe,Tablets,Tablet D,96,488.9534331,46939.52957
02-06-2023,Europe,Wearables,Smartwatch A,411,162.5249475,66797.7534
02-06-2023,Europe,Wearables,Smartwatch B,51,115.8271715,5907.185744
02-06-2023,Europe,Wearables,Fitness Tracker,299,122.9925638,36774.77659
02-06-2023,Asia Pacific,Smartphones,Model A,17,238.7452123,4058.668609
02-06-2023,Asia Pacific,Smartphones,Model B,18,195.907289,3526.331202
02-06-2023,Asia Pacific,Smartphones,Model C,23,145.9469308,3356.779409
02-06-2023,Asia Pacific,Smartphones,Model D,18,256.1651426,4610.972566
02-06-2023,Asia Pacific,Laptops,Laptop A,160,821.179259,131388.6814
02-06-2023,Asia Pacific,Laptops,Laptop B,42,572.5896432,24048.76501
02-06-2023,Asia Pacific,Laptops,Laptop C,64,656.7043478,42029.07826
02-06-2023,Asia Pacific,Tablets,Tablet A,99,259.322693,25672.94661
02-06-2023,Asia Pacific,Tablets,Tablet B,76,516.5155542,39255.18212
02-06-2023,Asia Pacific,Tablets,Tablet C,89,317.6844793,28273.91866
02-06-2023,Asia Pacific,Tablets,Tablet D,57,238.9440177,13619.80901
02-06-2023,Asia Pacific,Wearables,Smartwatch A,129,146.363596,18880.90389
02-06-2023,Asia Pacific,Wearables,Smartwatch B,70,84.49844199,5914.89094
02-06-2023,Asia Pacific,Wearables,Fitness Tracker,92,60.11357993,5530.449354
02-06-2023,Latin America,Smartphones,Model A,20,242.3011655,4846.02331
02-06-2023,Latin America,Smartphones,Model B,7,184.3716785,1290.601749
02-06-2023,Latin America,Smartphones,Model C,38,165.1296973,6274.928497
02-06-2023,Latin America,Smartphones,Model D,46,173.4231535,7977.46506
02-06-2023,Latin America,Laptops,Laptop A,198,602.8143862,119357.2485
02-06-2023,Latin America,Laptops,Laptop B,183,1385.584789,253562.0165
02-06-2023,Latin America,Laptops,Laptop C,194,635.6501059,123316.1206
02-06-2023,Latin America,Tablets,Tablet A,96,416.0125627,39937.20602
02-06-2023,Latin America,Tablets,Tablet B,57,554.1000427,31583.70243
02-06-2023,Latin America,Tablets,Tablet C,97,287.2537155,27863.6104
02-06-2023,Latin America,Tablets,Tablet D,51,569.7761337,29058.58282
02-06-2023,Latin America,Wearables,Smartwatch A,418,155.0051061,64792.13437
02-06-2023,Latin America,Wearables,Smartwatch B,53,99.67646212,5282.852492
02-06-2023,Latin America,Wearables,Fitness Tracker,348,95.23160199,33140.59749
02-06-2023,Middle East & Africa,Smartphones,Model A,4,185.720528,742.8821118
02-06-2023,Middle East & Africa,Smartphones,Model B,33,270.1013209,8913.343589
02-06-2023,Middle East & Africa,Smartphones,Model C,40,177.2980212,7091.920848
02-06-2023,Middle East & Africa,Smartphones,Model D,18,101.5908363,1828.635053
02-06-2023,Middle East & Africa,Laptops,Laptop A,96,504.6408255,48445.51925
02-06-2023,Middle East & Africa,Laptops,Laptop B,173,765.7736568,132478.8426
02-06-2023,Middle East & Africa,Laptops,Laptop C,111,1309.163805,145317.1823
02-06-2023,Middle East & Africa,Tablets,Tablet A,86,580.9484265,49961.56468
02-06-2023,Middle East & Africa,Tablets,Tablet B,7,760.6254078,5324.377854
02-06-2023,Middle East & Africa,Tablets,Tablet C,21,364.4148164,7652.711145
02-06-2023,Middle East & Africa,Tablets,Tablet D,62,687.2792635,42611.31434
02-06-2023,Middle East & Africa,Wearables,Smartwatch A,204,141.4341233,28852.56115
02-06-2023,Middle East & Africa,Wearables,Smartwatch B,353,137.3244794,48475.54123
02-06-2023,Middle East & Africa,Wearables,Fitness Tracker,162,154.1347818,24969.83466
03-06-2023,North America,Smartphones,Model A,8,117.8340954,942.6727635
03-06-2023,North America,Smartphones,Model B,34,128.0051379,4352.174688
03-06-2023,North America,Smartphones,Model C,29,115.0515203,3336.494088
03-06-2023,North America,Smartphones,Model D,5,155.8600778,779.3003892
03-06-2023,North America,Laptops,Laptop A,126,1441.221635,181593.926
03-06-2023,North America,Laptops,Laptop B,14,941.324171,13178.53839
03-06-2023,North America,Laptops,Laptop C,58,638.7391871,37046.87285
03-06-2023,North America,Tablets,Tablet A,18,536.7233919,9661.021053
03-06-2023,North America,Tablets,Tablet B,94,228.8152326,21508.63186
03-06-2023,North America,Tablets,Tablet C,88,703.0896143,61871.88606
03-06-2023,North America,Tablets,Tablet D,51,675.2304743,34436.75419
03-06-2023,North America,Wearables,Smartwatch A,482,158.3349884,76317.46442
03-06-2023,North America,Wearables,Smartwatch B,373,193.3117541,72105.28428
03-06-2023,North America,Wearables,Fitness Tracker,370,126.3110434,46735.08606
03-06-2023,Europe,Smartphones,Model A,4,242.4653372,969.8613488
03-06-2023,Europe,Smartphones,Model B,49,226.7806454,11112.25163
03-06-2023,Europe,Smartphones,Model C,48,181.3642664,8705.484788
03-06-2023,Europe,Smartphones,Model D,40,127.6741724,5106.966895
03-06-2023,Europe,Laptops,Laptop A,42,1452.101536,60988.2645
03-06-2023,Europe,Laptops,Laptop B,24,861.2496946,20669.99267
03-06-2023,Europe,Laptops,Laptop C,69,1279.095256,88257.57265
03-06-2023,Europe,Tablets,Tablet A,26,796.090113,20698.34294
03-06-2023,Europe,Tablets,Tablet B,17,494.3503278,8403.955572
03-06-2023,Europe,Tablets,Tablet C,85,242.0657836,20575.5916
03-06-2023,Europe,Tablets,Tablet D,53,714.1902834,37852.08502
03-06-2023,Europe,Wearables,Smartwatch A,408,105.2898043,42958.24015
03-06-2023,Europe,Wearables,Smartwatch B,451,66.17355108,29844.27154
03-06-2023,Europe,Wearables,Fitness Tracker,153,107.3162705,16419.38939
03-06-2023,Asia Pacific,Smartphones,Model A,13,284.2572823,3695.34467
03-06-2023,Asia Pacific,Smartphones,Model B,11,171.0471035,1881.518138
03-06-2023,Asia Pacific,Smartphones,Model C,2,265.8634986,531.7269972
03-06-2023,Asia Pacific,Smartphones,Model D,20,228.190444,4563.808879
03-06-2023,Asia Pacific,Laptops,Laptop A,66,1359.559533,89730.92916
03-06-2023,Asia Pacific,Laptops,Laptop B,23,588.4557407,13534.48204
03-06-2023,Asia Pacific,Laptops,Laptop C,77,650.658232,50100.68386
03-06-2023,Asia Pacific,Tablets,Tablet A,92,596.8860613,54913.51764
03-06-2023,Asia Pacific,Tablets,Tablet B,77,684.4023024,52698.97729
03-06-2023,Asia Pacific,Tablets,Tablet C,13,668.5491513,8691.138967
03-06-2023,Asia Pacific,Tablets,Tablet D,87,738.4778901,64247.57644
03-06-2023,Asia Pacific,Wearables,Smartwatch A,412,137.1924098,56523.27284
03-06-2023,Asia Pacific,Wearables,Smartwatch B,135,68.70071828,9274.596967
03-06-2023,Asia Pacific,Wearables,Fitness Tracker,221,168.140172,37158.97801
03-06-2023,Latin America,Smartphones,Model A,14,119.519508,1673.273112
03-06-2023,Latin America,Smartphones,Model B,18,113.4315565,2041.768017
03-06-2023,Latin America,Smartphones,Model C,30,213.9165916,6417.497747
03-06-2023,Latin America,Smartphones,Model D,35,268.6412783,9402.444741
03-06-2023,Latin America,Laptops,Laptop A,153,1232.24025,188532.7583
03-06-2023,Latin America,Laptops,Laptop B,199,1115.132185,221911.3048
03-06-2023,Latin America,Laptops,Laptop C,127,1152.319202,146344.5386
03-06-2023,Latin America,Tablets,Tablet A,11,417.4463851,4591.910236
03-06-2023,Latin America,Tablets,Tablet B,90,723.1954244,65087.5882
03-06-2023,Latin America,Tablets,Tablet C,21,676.898157,14214.8613
03-06-2023,Latin America,Tablets,Tablet D,17,498.5829271,8475.909761
03-06-2023,Latin America,Wearables,Smartwatch A,280,167.3659114,46862.4552
03-06-2023,Latin America,Wearables,Smartwatch B,407,54.43742668,22156.03266
03-06-2023,Latin America,Wearables,Fitness Tracker,87,67.4368629,5867.007073
03-06-2023,Middle East & Africa,Smartphones,Model A,22,262.7909568,5781.401049
03-06-2023,Middle East & Africa,Smartphones,Model B,35,231.6394816,8107.381857
03-06-2023,Middle East & Africa,Smartphones,Model C,17,129.3006681,2198.111358
03-06-2023,Middle East & Africa,Smartphones,Model D,12,247.5635455,2970.762546
03-06-2023,Middle East & Africa,Laptops,Laptop A,106,975.1471802,103365.6011
03-06-2023,Middle East & Africa,Laptops,Laptop B,21,1079.893831,22677.77045
03-06-2023,Middle East & Africa,Laptops,Laptop C,172,545.331302,93796.98395
03-06-2023,Middle East & Africa,Tablets,Tablet A,71,653.8903095,46426.21197
03-06-2023,Middle East & Africa,Tablets,Tablet B,49,210.8399811,10331.15907
03-06-2023,Middle East & Africa,Tablets,Tablet C,71,698.2757543,49577.57855
03-06-2023,Middle East & Africa,Tablets,Tablet D,82,332.6382531,27276.33675
03-06-2023,Middle East & Africa,Wearables,Smartwatch A,295,66.329067,19567.07476
03-06-2023,Middle East & Africa,Wearables,Smartwatch B,403,87.44305068,35239.54942
03-06-2023,Middle East & Africa,Wearables,Fitness Tracker,473,192.3645633,90988.43846
04-06-2023,North America,Smartphones,Model A,29,140.1073344,4063.112697
04-06-2023,North America,Smartphones,Model B,11,193.6163242,2129.779566
04-06-2023,North America,Smartphones,Model C,44,290.3466218,12775.25136
04-06-2023,North America,Smartphones,Model D,20,188.98001,3779.600199
04-06-2023,North America,Laptops,Laptop A,25,1246.306169,31157.65424
04-06-2023,North America,Laptops,Laptop B,79,1106.767792,87434.65557
04-06-2023,North America,Laptops,Laptop C,174,1010.257821,175784.8609
04-06-2023,North America,Tablets,Tablet A,20,474.6676108,9493.352215
04-06-2023,North America,Tablets,Tablet B,48,254.4654914,12214.34359
04-06-2023,North America,Tablets,Tablet C,14,493.108184,6903.514576
04-06-2023,North America,Tablets,Tablet D,86,323.0489505,27782.20974
04-06-2023,North America,Wearables,Smartwatch A,312,128.396515,40059.71267
04-06-2023,North America,Wearables,Smartwatch B,387,89.37913564,34589.72549
04-06-2023,North America,Wearables,Fitness Tracker,392,193.7447725,75947.9508
04-06-2023,Europe,Smartphones,Model A,44,109.1924594,4804.468214
04-06-2023,Europe,Smartphones,Model B,27,169.5159809,4576.931484
04-06-2023,Europe,Smartphones,Model C,7,261.0144322,1827.101025
04-06-2023,Europe,Smartphones,Model D,7,147.7476891,1034.233824
04-06-2023,Europe,Laptops,Laptop A,137,646.2257492,88532.92764
04-06-2023,Europe,Laptops,Laptop B,42,692.5188718,29085.79262
04-06-2023,Europe,Laptops,Laptop C,131,1488.635838,195011.2948
04-06-2023,Europe,Tablets,Tablet A,42,751.3608459,31557.15553
04-06-2023,Europe,Tablets,Tablet B,66,748.5388258,49403.5625
04-06-2023,Europe,Tablets,Tablet C,39,744.4826161,29034.82203
04-06-2023,Europe,Tablets,Tablet D,27,714.1135528,19281.06593
04-06-2023,Europe,Wearables,Smartwatch A,357,147.5267189,52667.03865
04-06-2023,Europe,Wearables,Smartwatch B,499,130.7032945,65220.94394
04-06-2023,Europe,Wearables,Fitness Tracker,292,129.3744651,37777.34382
04-06-2023,Asia Pacific,Smartphones,Model A,13,252.4073103,3281.295033
04-06-2023,Asia Pacific,Smartphones,Model B,25,208.5866775,5214.666937
04-06-2023,Asia Pacific,Smartphones,Model C,49,242.4788604,11881.46416
04-06-2023,Asia Pacific,Smartphones,Model D,1,275.4093849,275.4093849
04-06-2023,Asia Pacific,Laptops,Laptop A,101,1089.923178,110082.241
04-06-2023,Asia Pacific,Laptops,Laptop B,132,585.3976921,77272.49536
04-06-2023,Asia Pacific,Laptops,Laptop C,79,985.7413566,77873.56717
04-06-2023,Asia Pacific,Tablets,Tablet A,7,504.2017943,3529.41256
04-06-2023,Asia Pacific,Tablets,Tablet B,79,351.6976671,27784.1157
04-06-2023,Asia Pacific,Tablets,Tablet C,36,731.0504716,26317.81698
04-06-2023,Asia Pacific,Tablets,Tablet D,88,770.0645856,67765.68353
04-06-2023,Asia Pacific,Wearables,Smartwatch A,391,177.9360632,69573.0007
04-06-2023,Asia Pacific,Wearables,Smartwatch B,272,77.40334024,21053.70854
04-06-2023,Asia Pacific,Wearables,Fitness Tracker,416,92.29374907,38394.19961
04-06-2023,Latin America,Smartphones,Model A,25,103.5429819,2588.574548
04-06-2023,Latin America,Smartphones,Model B,46,171.9664064,7910.454695
04-06-2023,Latin America,Smartphones,Model C,20,213.5642761,4271.285522
04-06-2023,Latin America,Smartphones,Model D,32,124.9635338,3998.833082
04-06-2023,Latin America,Laptops,Laptop A,68,1155.108971,78547.41001
04-06-2023,Latin America,Laptops,Laptop B,168,652.1707161,109564.6803
04-06-2023,Latin America,Laptops,Laptop C,195,612.1136483,119362.1614
04-06-2023,Latin America,Tablets,Tablet A,14,439.0707825,6146.990956
04-06-2023,Latin America,Tablets,Tablet B,35,405.1873936,14181.55878
04-06-2023,Latin America,Tablets,Tablet C,7,641.4442699,4490.10989
04-06-2023,Latin America,Tablets,Tablet D,89,727.9914149,64791.23593
04-06-2023,Latin America,Wearables,Smartwatch A,457,79.48798814,36326.01058
04-06-2023,Latin America,Wearables,Smartwatch B,154,160.1738601,24666.77445
04-06-2023,Latin America,Wearables,Fitness Tracker,108,175.7288052,18978.71096
04-06-2023,Middle East & Africa,Smartphones,Model A,14,186.9978478,2617.969869
04-06-2023,Middle East & Africa,Smartphones,Model B,36,168.5778659,6068.803173
04-06-2023,Middle East & Africa,Smartphones,Model C,25,276.1321757,6903.304392
04-06-2023,Middle East & Africa,Smartphones,Model D,8,221.7734189,1774.187351
04-06-2023,Middle East & Africa,Laptops,Laptop A,165,636.9195529,105091.7262
04-06-2023,Middle East & Africa,Laptops,Laptop B,69,686.6942975,47381.90652
04-06-2023,Middle East & Africa,Laptops,Laptop C,176,631.9146584,111216.9799
04-06-2023,Middle East & Africa,Tablets,Tablet A,65,758.5022189,49302.64423
04-06-2023,Middle East & Africa,Tablets,Tablet B,96,711.2310103,68278.17699
04-06-2023,Middle East & Africa,Tablets,Tablet C,37,524.8576366,19419.73255
04-06-2023,Middle East & Africa,Tablets,Tablet D,49,295.2216274,14465.85974
04-06-2023,Middle East & Africa,Wearables,Smartwatch A,72,139.8449954,10068.83967
04-06-2023,Middle East & Africa,Wearables,Smartwatch B,86,163.3365793,14046.94582
04-06-2023,Middle East & Africa,Wearables,Fitness Tracker,380,148.7138841,56511.27597
05-06-2023,North America,Smartphones,Model A,23,201.8216665,4641.898329
05-06-2023,North America,Smartphones,Model B,8,213.8693889,1710.955111
05-06-2023,North America,Smartphones,Model C,20,160.7210094,3214.420188
05-06-2023,North America,Smartphones,Model D,6,257.5940535,1545.564321
05-06-2023,North America,Laptops,Laptop A,187,1168.525138,218514.2009
05-06-2023,North America,Laptops,Laptop B,90,1403.396801,126305.712
05-06-2023,North America,Laptops,Laptop C,191,1486.775597,283974.1391
05-06-2023,North America,Tablets,Tablet A,32,634.5234936,20304.7518
05-06-2023,North America,Tablets,Tablet B,52,525.4650253,27324.18132
05-06-2023,North America,Tablets,Tablet C,64,376.3499581,24086.39732
05-06-2023,North America,Tablets,Tablet D,73,382.6366115,27932.47264
05-06-2023,North America,Wearables,Smartwatch A,410,67.66459884,27742.48553
05-06-2023,North America,Wearables,Smartwatch B,164,110.6897999,18153.12719
05-06-2023,North America,Wearables,Fitness Tracker,242,141.8005846,34315.74147
05-06-2023,Europe,Smartphones,Model A,9,102.2984939,920.6864453
05-06-2023,Europe,Smartphones,Model B,36,228.1466719,8213.280187
05-06-2023,Europe,Smartphones,Model C,13,266.0651361,3458.84677
05-06-2023,Europe,Smartphones,Model D,36,219.0621504,7886.237413
05-06-2023,Europe,Laptops,Laptop A,101,1280.073936,129287.4675
05-06-2023,Europe,Laptops,Laptop B,113,520.2702057,58790.53324
05-06-2023,Europe,Laptops,Laptop C,167,690.6985298,115346.6545
05-06-2023,Europe,Tablets,Tablet A,50,689.6753442,34483.76721
05-06-2023,Europe,Tablets,Tablet B,89,261.6340242,23285.42815
05-06-2023,Europe,Tablets,Tablet C,65,371.3952017,24140.68811
05-06-2023,Europe,Tablets,Tablet D,51,338.5939239,17268.29012
05-06-2023,Europe,Wearables,Smartwatch A,420,157.5991681,66191.65058
05-06-2023,Europe,Wearables,Smartwatch B,370,88.56274487,32768.2156
05-06-2023,Europe,Wearables,Fitness Tracker,438,103.169243,45188.12845
05-06-2023,Asia Pacific,Smartphones,Model A,13,205.9536935,2677.398016
05-06-2023,Asia Pacific,Smartphones,Model B,1,170.0845144,170.0845144
05-06-2023,Asia Pacific,Smartphones,Model C,35,103.5233014,3623.31555
05-06-2023,Asia Pacific,Smartphones,Model D,12,122.3719893,1468.463871
05-06-2023,Asia Pacific,Laptops,Laptop A,56,673.8009545,37732.85345
05-06-2023,Asia Pacific,Laptops,Laptop B,170,777.6194996,132195.3149
05-06-2023,Asia Pacific,Laptops,Laptop C,87,967.1230927,84139.70906
05-06-2023,Asia Pacific,Tablets,Tablet A,25,782.6394993,19565.98748
05-06-2023,Asia Pacific,Tablets,Tablet B,58,305.0467671,17692.71249
05-06-2023,Asia Pacific,Tablets,Tablet C,71,468.9433079,33294.97486
05-06-2023,Asia Pacific,Tablets,Tablet D,57,750.524649,42779.90499
05-06-2023,Asia Pacific,Wearables,Smartwatch A,222,165.8611583,36821.17715
05-06-2023,Asia Pacific,Wearables,Smartwatch B,194,76.36587651,14814.98004
05-06-2023,Asia Pacific,Wearables,Fitness Tracker,21,89.89738091,1887.844999
05-06-2023,Latin America,Smartphones,Model A,46,198.2621535,9120.059061
05-06-2023,Latin America,Smartphones,Model B,17,191.7256975,3259.336857
05-06-2023,Latin America,Smartphones,Model C,48,128.0000965,6144.004634
05-06-2023,Latin America,Smartphones,Model D,45,156.8840648,7059.782915
